"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependency","16","2","61700","22464.0","22200","25900","8176.0","8100"
"org.openrewrite.java.migrate.javaee7.OpenJPAPersistenceProvider","16","2","34500","15352.0","15100","62300","25568.0","25000"
"org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta","16","2","32500","4848.0","4700","31700","7904.0","7900"
"org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta","16","2","101600","34752.0","33800","44900","13296.0","13200"
"org.openrewrite.java.migrate.javaee8.ApacheDefaultProvider","16","2","20000","4344.0","4100","44500","10208.0","9800"
"org.openrewrite.java.migrate.jakarta.JavaxValidationMigrationToJakartaValidation","16","2","35900","6128.0","6100","32600","9184.0","8900"
"org.openrewrite.java.migrate.jakarta.JavaxInjectMigrationToJakartaInject","16","2","28000","5856.0","5800","27800","5600.0","5400"
"org.openrewrite.java.migrate.jakarta.JavaxBatchMigrationToJakartaBatch","16","2","28400","3952.0","3900","32700","6112.0","5900"
"org.openrewrite.maven.UpgradeDependencyVersion","16","2","53825700","3.774848E7","37611700","3808100","2621312.0","2519900"
"org.openrewrite.java.migrate.jakarta.JavaxFacesToJakartaFaces","16","2","31500","6896.0","6700","33600","5600.0","5400"
"org.openrewrite.xml.ChangeTagValue","16","2","0","0.0","0","1034100","294908.0","281400"
"org.openrewrite.java.migrate.jakarta.JavaxXmlWsMigrationToJakartaXmlWs","16","2","29100","5360.0","5300","35500","8176.0","8000"
"org.openrewrite.java.migrate.jakarta.JavaxEEApiToJakarta","16","2","19000","3312.0","3200","36400","10208.0","10000"
"org.openrewrite.maven.UpgradePluginVersion","16","2","0","0.0","0","15802400","1.5204348E7","15191200"
"org.openrewrite.java.migrate.jakarta.JavaxAuthenticationMigrationToJakartaAuthentication","16","2","24200","4848.0","4800","37000","8672.0","8200"
"org.openrewrite.java.ChangeMethodName","16","2","0","0.0","0","2630400","425952.0","419500"
"org.openrewrite.java.migrate.jakarta.JavaxInterceptorToJakartaInterceptor","16","2","30700","5616.0","5600","43600","15840.0","15700"
"org.openrewrite.java.migrate.jakarta.JavaxResourceToJakartaResource","16","2","23200","6128.0","5900","26900","6128.0","6000"
"org.openrewrite.java.migrate.javaee6","16","2","21400","6128.0","6100","16600","4848.0","4700"
"org.openrewrite.java.migrate.javaee8","16","2","28100","10224.0","10100","78800","53216.0","51500"
"org.openrewrite.java.migrate.javaee7","16","2","25500","7408.0","7400","24900","6368.0","6300"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceXmlToJakartaPersistenceXml","16","2","33400","6624.0","6400","40900","10208.0","10000"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","16","2","20500","3696.0","3700","32000","7392.0","7300"
"org.openrewrite.maven.ChangePropertyValue","16","2","0","0.0","0","89100","86012.0","84300"
"org.openrewrite.java.migrate.JpaCacheProperties","16","2","0","0.0","0","72900","63472.0","62500"
"org.openrewrite.text.FindAndReplace","16","2","0","0.0","0","1292400","145408.0","146700"
"org.openrewrite.xml.RemoveXmlTag","16","2","0","0.0","0","469600","475128.0","459800"
"org.openrewrite.RenameFile","16","2","0","0.0","0","103487100","5.2412416E7","52238500"
"org.openrewrite.java.ChangeType","16","2","0","0.0","0","7123900","1014784.0","1002200"
"org.openrewrite.xml.ChangeTagAttribute","16","2","0","0.0","0","31800","1916.0","2000"
"org.openrewrite.java.migrate.jakarta.EhcacheJavaxToJakarta","16","2","78000","34784.0","34400","68600","8640.0","8600"
"org.openrewrite.java.migrate.jakarta.JavaxJsonToJakartaJson","16","2","28100","5104.0","4900","33200","6112.0","5900"
"org.openrewrite.java.migrate.jakarta.RestAssuredJavaxToJakarta","16","2","36300","4832.0","4800","30800","7904.0","7800"
