"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.maven.AddAnnotationProcessor","10","9","0","0.0","0","2300","924.0","900"
"org.openrewrite.staticanalysis.AddSerialAnnotationToSerialVersionUID","10","9","0","0.0","0","1867500","507896.0","499300"
"org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant","10","9","9800","3056.0","3000","11200","2800.0","2700"
"org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs","10","9","29200","8688.0","8300","53100","18400.0","18000"
"org.openrewrite.java.migrate.javax.AddJaxbRuntime","10","9","556400","147328.0","140800","5270900","4717568.0","4715900"
"org.openrewrite.java.migrate.ChangeDefaultKeyStore","10","9","0","0.0","0","438400","94192.0","94000"
"org.openrewrite.gradle.UpdateJavaCompatibility","10","9","0","0.0","0","483600","77568.0","74700"
"org.openrewrite.java.migrate.RemovedFileIOFinalizeMethods","10","9","9800","2552.0","2500","11900","3696.0","3600"
"org.openrewrite.maven.ChangeDependencyScope","10","9","0","0.0","0","171800","172028.0","170400"
"org.openrewrite.java.migrate.lang.MigrateSecurityManagerMulticast","10","9","0","0.0","0","35900","19440.0","18800"
"org.openrewrite.gradle.UpdateGradleWrapper","10","9","5065500","4455424.0","4343400","48500","29632.0","28900"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeMaven","10","9","0","0.0","0","437702300","4.52984828E8","437700100"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle","10","9","0","0.0","0","14100","5616.0","5600"
"org.openrewrite.java.migrate.javax.MigrateTypeKindVisitor6To9","10","9","9200","1520.0","1500","12100","2416.0","2400"
"org.openrewrite.java.migrate.logging.MigrateLoggerLogrbToUseResourceBundle","10","9","0","0.0","0","23100","7416.0","7400"
"org.openrewrite.java.migrate.lang.SwitchExpressionYieldToArrow","10","9","0","0.0","0","1937800","589816.0","589100"
"org.openrewrite.maven.RemoveRedundantDependencyVersions","10","9","0","0.0","0","2251700","1310716.0","1250000"
"org.openrewrite.java.migrate.UpgradeBuildToJava17","10","9","20500","6640.0","6600","32200","6080.0","5900"
"org.openrewrite.java.ReplaceConstantWithAnotherConstant","10","9","0","0.0","0","132300","51184.0","50600"
"org.openrewrite.java.migrate.UpgradeBuildToJava11","10","9","9800","2680.0","2600","15700","6128.0","5900"
"org.openrewrite.java.migrate.CastArraysAsListToList","10","9","0","0.0","0","49800","15856.0","15800"
"org.openrewrite.java.migrate.JREWrapperInterface","10","9","19100","10736.0","10300","9100","2544.0","2500"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketSetTTLToSetTimeToLive","10","9","0","0.0","0","34600","7416.0","7200"
"org.openrewrite.maven.UpgradePluginVersion","10","9","0","0.0","0","122631600","2.7262972E7","91151200"
"org.openrewrite.java.migrate.UpgradePluginsForJava17","10","9","10300","2680.0","2600","11100","4592.0","4600"
"org.openrewrite.java.migrate.UpgradePluginsForJava11","10","9","9500","2296.0","2300","28500","4832.0","4800"
"org.openrewrite.java.migrate.util.OptionalStreamRecipe","10","9","0","0.0","0","17900","3440.0","3400"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionSecurityToUpdate","10","9","10300","2936.0","2900","17900","8688.0","8600"
"org.openrewrite.java.migrate.lang.SwitchCaseReturnsToSwitchExpression","10","9","0","0.0","0","2736700","1310712.0","1255600"
"org.openrewrite.java.migrate.Java8toJava11","10","9","17100","5360.0","5300","18600","5344.0","5300"
"org.openrewrite.java.migrate.net.MigrateHttpURLConnectionHttpServerErrorToHttpInternalError","10","9","0","0.0","0","73100","20448.0","20100"
"org.openrewrite.java.migrate.ReplaceAWTGetPeerMethod","10","9","0","0.0","0","14300","2684.0","2600"
"org.openrewrite.java.migrate.lang.ExplicitRecordImport","10","9","0","0.0","0","954300","360416.0","353800"
"org.openrewrite.scala.migrate.UpgradeScala_2_12","10","9","9500","1904.0","1900","21800","4320.0","4300"
"org.openrewrite.java.migrate.RemovedModifierAndConstantBootstrapsConstructors","10","9","16700","4592.0","4600","19100","6880.0","6700"
"org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs","10","9","10800","3064.0","3000","20700","7152.0","7000"
"org.openrewrite.java.migrate.RemovedSecurityManagerMethods","10","9","0","0.0","0","1196500","278520.0","268200"
"org.openrewrite.maven.RemoveManagedDependency","10","9","0","0.0","0","331700","253948.0","251000"
"org.openrewrite.java.migrate.RemovedToolProviderConstructor","10","9","14000","5368.0","5300","31500","11744.0","11300"
"org.openrewrite.java.migrate.MXBeanRule","10","9","0","0.0","0","1953100","557040.0","526600"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain","10","9","8400","1528.0","1500","80300","61408.0","61100"
"org.openrewrite.java.migrate.RemovedRuntimeTraceMethods","10","9","18000","5872.0","5700","34600","8128.0","8100"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceArrayWeakCompareAndSetToWeakCompareAndSetPlain","10","9","14500","6128.0","6100","17500","6640.0","6500"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMinorToInterim","10","9","9200","2556.0","2500","15200","4848.0","4800"
"org.openrewrite.java.RemoveMethodInvocations","10","9","0","0.0","0","319300","34808.0","33900"
"org.openrewrite.java.migrate.DeprecatedLogRecordThreadID","10","9","9000","1848.0","1800","18600","5600.0","5500"
"org.openrewrite.java.migrate.net.JavaNetAPIs","10","9","17700","4832.0","4800","39600","9152.0","9100"
"org.openrewrite.java.ChangeMethodAccessLevel","10","9","0","0.0","0","101100","14332.0","14100"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime","10","9","0","0.0","0","4600","1916.0","1900"
"org.openrewrite.github.SetupJavaUpgradeJavaVersion","10","9","0","0.0","0","126200","53216.0","52700"
"org.openrewrite.java.migrate.AddLombokMapstructBinding","10","9","67800","24448.0","23600","15500","5600.0","5600"
"org.openrewrite.java.migrate.RemovedLegacySunJSSEProviderName","10","9","10000","3320.0","3300","18900","4832.0","4700"
"org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent","10","9","0","0.0","0","360200","77816.0","76500"
"org.openrewrite.java.migrate.DeprecatedCountStackFramesMethod","10","9","13100","6136.0","6000","25300","7904.0","7700"
"org.openrewrite.java.migrate.JREThrowableFinalMethods","10","9","0","0.0","0","310800","188384.0","185800"
"org.openrewrite.java.migrate.ReplaceLocalizedStreamMethods","10","9","0","0.0","0","764900","204784.0","197100"
"org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums","10","9","0","0.0","0","195400","61376.0","60300"
"org.openrewrite.java.migrate.javax.MigrateElementKindVisitor6To9","10","9","10000","3320.0","3300","20100","9712.0","9500"
"org.openrewrite.gradle.AddDependency","10","9","384800","54272.0","55000","73100","31616.0","31300"
"org.openrewrite.java.migrate.UpgradeJavaVersion","10","9","0","0.0","0","5570600","1179644.0","1129000"
"org.openrewrite.java.migrate.lang.MigrateClassNewInstanceToGetDeclaredConstructorNewInstance","10","9","0","0.0","0","237700","65520.0","64200"
"org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe","10","9","0","0.0","0","189300","147424.0","140300"
"org.openrewrite.java.migrate.UpdateJakartaAnnotationsIfForJavax","10","9","4352100","3930112.0","3825500","42800","13792.0","13700"
"org.openrewrite.java.dependencies.RemoveDependency","10","9","132500","85952.0","85100","3557100","2752256.0","2641400"
"org.openrewrite.java.ChangePackage","10","9","0","0.0","0","5892600","1310716.0","1258300"
"org.openrewrite.java.migrate.lombok.LombokOnXToOnX_","10","9","0","0.0","0","582300","491488.0","487700"
"org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf","10","9","0","0.0","0","326900","98288.0","94900"
"org.openrewrite.staticanalysis.InstanceOfPatternMatch","10","9","0","0.0","0","1886500","409584.0","403800"
"org.openrewrite.java.migrate.SunNetSslPackageUnavailable","10","9","11400","4604.0","4400","15900","5088.0","4900"
"org.openrewrite.java.migrate.cobertura.RemoveCoberturaMavenPlugin","10","9","9100","2168.0","2100","17100","6640.0","6500"
"org.openrewrite.java.migrate.RemovedZipFinalizeMethods","10","9","12300","3312.0","3300","12700","6128.0","6100"
"org.openrewrite.java.migrate.UpdateJakartaAnnotationsIfExistsForJakarta","10","9","3664300","3275776.0","3242200","11300","3824.0","3800"
"org.openrewrite.java.migrate.RemovedPolicy","10","9","10300","2288.0","2200","21900","7408.0","7400"
"org.openrewrite.java.migrate.javax.MigrateXMLInputFactoryNewInstanceToNewFactory","10","9","9300","2812.0","2800","16600","5872.0","5700"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMajorToFeature","10","9","11800","2800.0","2700","19800","9712.0","9400"
"org.openrewrite.java.migrate.ArrayStoreExceptionToTypeNotPresentException","10","9","0","0.0","0","39100","9200.0","8800"
"org.openrewrite.java.migrate.jacoco.UpgradeJaCoCo","10","9","12800","3440.0","3400","8800","2288.0","2300"
"org.openrewrite.java.migrate.UseJavaUtilBase64","10","9","0","0.0","0","292100","102384.0","100600"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicBooleanWeakCompareAndSetToWeakCompareAndSetPlain","10","9","15600","3320.0","3300","11800","5104.0","4900"
"org.openrewrite.java.migrate.javax.MigrateAbstractElementVisitor6To9","10","9","11700","3824.0","3800","24800","6880.0","6700"
"org.openrewrite.java.dependencies.UpgradeDependencyVersion","10","9","23483800","3144704.0","8125500","20356800","3931648.0","5006300"
"org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion","10","9","0","0.0","0","32549200","2.2020092E7","21285600"
"org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9","10","9","10700","3196.0","3100","15900","4576.0","4500"
"org.openrewrite.java.dependencies.AddDependency","10","9","27871600","1.5203328E7","15180500","101271500","1.00662784E8","98691300"
"org.openrewrite.java.migrate.logging.JavaLoggingAPIs","10","9","13400","5104.0","5000","30200","6592.0","6500"
"org.openrewrite.java.migrate.javax.AddInjectDependencies","10","9","26100","6848.0","6700","16600","5616.0","5600"
"org.openrewrite.java.migrate.logging.MigrateLoggerGlobalToGetGlobal","10","9","0","0.0","0","169700","38848.0","38900"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerArrayWeakCompareAndSetToWeakCompareAndSetPlain","10","9","10400","3324.0","3200","23200","9712.0","9400"
"org.openrewrite.java.migrate.DeprecatedJavaxSecurityCert","10","9","10200","1912.0","1900","30500","7104.0","7000"
"org.openrewrite.java.migrate.javax.JavaxLangModelUtil","10","9","35000","13808.0","13800","14800","5088.0","5100"
"org.openrewrite.jenkins.UpgradeJavaVersion","10","9","266700","147424.0","145700","920200","441856.0","441000"
"org.openrewrite.maven.AddDependency","10","9","154100","25344.0","25100","39300","14208.0","14300"
"org.openrewrite.java.migrate.BouncyCastleFromJdk15OnToJdk15to18","10","9","16700","4832.0","4800","34400","8672.0","8300"
"org.openrewrite.java.migrate.lang.MigrateClassLoaderDefineClass","10","9","0","0.0","0","2154100","442360.0","442300"
"org.openrewrite.java.migrate.javax.JavaxManagementMonitorAPIs","10","9","28000","15356.0","15100","16100","3424.0","3400"
"org.openrewrite.java.migrate.lang.JavaLangAPIs","10","9","14700","6136.0","5900","26900","7136.0","7000"
"org.openrewrite.java.migrate.IllegalArgumentExceptionToAlreadyConnectedException","10","9","0","0.0","0","18300","5624.0","5600"
"org.openrewrite.java.migrate.Jre17AgentMainPreMainPublic","10","9","10800","2800.0","2800","17700","4080.0","4000"
"org.openrewrite.java.migrate.nio.file.PathsGetToPathOf","10","9","11300","4344.0","4200","21300","7408.0","7200"
"org.openrewrite.java.migrate.RemovedSSLSessionGetPeerCertificateChainMethodImpl","10","9","11000","3448.0","3400","14900","6896.0","6900"
"org.openrewrite.java.ChangeMethodName","10","9","0","0.0","0","17505500","327676.0","359500"
"org.openrewrite.java.migrate.lombok.UpdateLombokToJava11","10","9","15100","5104.0","5000","24800","6112.0","6100"
"org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies","10","9","21300","5616.0","5500","12800","4336.0","4300"
"org.openrewrite.java.migrate.net.MigrateURLDecoderDecode","10","9","0","0.0","0","156100","27632.0","27100"
"org.openrewrite.java.migrate.util.OptionalNotPresentToIsEmpty","10","9","0","0.0","0","1850500","344048.0","338400"
"org.openrewrite.java.migrate.ReferenceCloneMethod","10","9","0","0.0","0","29000","7152.0","7100"
"org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime","10","9","14800","3808.0","3800","34700","8672.0","8600"
"org.openrewrite.java.migrate.sql.JavaSqlAPIs","10","9","13200","3568.0","3500","25400","7920.0","7800"
"org.openrewrite.java.migrate.AddMissingMethodImplementation","10","9","0","0.0","0","2687600","327664.0","450700"
"org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration","10","9","0","0.0","0","6881600","4456444.0","4251300"
"org.openrewrite.java.migrate.ThreadStopDestroy","10","9","16200","7408.0","7300","13300","2400.0","2400"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain","10","9","9000","1724.0","1700","33500","10720.0","10500"
"org.openrewrite.java.migrate.BounceCastleFromJdk15OntoJdk18On","10","9","15700","4336.0","4100","34900","8672.0","8300"
"org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory","10","9","9900","2808.0","2700","14000","5616.0","5500"
"org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9","10","9","9600","2168.0","2100","14700","3312.0","3200"
"org.openrewrite.java.ChangeMethodTargetToStatic","10","9","0","0.0","0","620500","360444.0","355200"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","10","9","20500","12796.0","12400","12500","3952.0","3900"
"org.openrewrite.java.ChangeType","10","9","0","0.0","0","20586800","819072.0","928700"
"org.openrewrite.maven.RemovePlugin","10","9","0","0.0","0","1103600","1114096.0","1097800"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart","10","9","12400","4336.0","4200","13400","6128.0","6100"
"org.openrewrite.java.migrate.javax.AddJaxwsDependencies","10","9","56900","29568.0","29300","28900","10208.0","10200"
"org.openrewrite.java.migrate.javax.AddJaxbAPIDependencies","10","9","19600","9208.0","9200","13300","5104.0","5000"
"org.openrewrite.java.migrate.lang.UseTextBlocks","10","9","0","0.0","0","1864000","557040.0","536800"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart","10","9","12700","3184.0","3100","20000","6112.0","6000"
"org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant","10","9","0","0.0","0","44900","12280.0","11800"
