"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.maven.UpgradePluginVersion","12","10","0","0.0","0","162665800","5.8720252E7","101000900"
"org.openrewrite.java.migrate.UpgradePluginsForJava17","12","10","9300","1720.0","1700","18000","4320.0","4100"
"org.openrewrite.java.migrate.UpgradePluginsForJava11","12","10","11300","2808.0","2800","45000","18400.0","18100"
"org.openrewrite.java.migrate.util.OptionalStreamRecipe","12","10","0","0.0","0","17800","4336.0","4300"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionSecurityToUpdate","12","10","23000","14328.0","14200","11100","1904.0","1900"
"org.openrewrite.java.migrate.lang.SwitchCaseReturnsToSwitchExpression","12","10","0","0.0","0","2541300","1048568.0","1030500"
"org.openrewrite.java.migrate.Java8toJava11","12","10","321200","311288.0","306600","10300","2160.0","2100"
"org.openrewrite.java.migrate.net.MigrateHttpURLConnectionHttpServerErrorToHttpInternalError","12","10","0","0.0","0","57700","24560.0","23900"
"org.openrewrite.java.migrate.ReplaceAWTGetPeerMethod","12","10","0","0.0","0","12100","2296.0","2200"
"org.openrewrite.java.migrate.lang.ExplicitRecordImport","12","10","0","0.0","0","263500","188384.0","183600"
"org.openrewrite.scala.migrate.UpgradeScala_2_12","12","10","11100","2556.0","2500","27100","6880.0","6700"
"org.openrewrite.java.migrate.RemovedModifierAndConstantBootstrapsConstructors","12","10","27000","17400.0","16900","26100","8672.0","8600"
"org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs","12","10","8300","2168.0","2100","22800","6640.0","6600"
"org.openrewrite.java.migrate.RemovedSecurityManagerMethods","12","10","0","0.0","0","1263000","294908.0","288700"
"org.openrewrite.maven.RemoveManagedDependency","12","10","0","0.0","0","245600","126972.0","124100"
"org.openrewrite.java.migrate.RemovedToolProviderConstructor","12","10","11100","3320.0","3200","25900","8688.0","8300"
"org.openrewrite.java.migrate.MXBeanRule","12","10","0","0.0","0","1928400","507888.0","506200"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain","12","10","13600","4600.0","4500","20900","3424.0","3400"
"org.openrewrite.java.migrate.RemovedRuntimeTraceMethods","12","10","13200","3448.0","3400","33000","6080.0","5900"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceArrayWeakCompareAndSetToWeakCompareAndSetPlain","12","10","13400","5884.0","5700","21800","4576.0","4600"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMinorToInterim","12","10","8600","2300.0","2300","12500","2400.0","2400"
"org.openrewrite.staticanalysis.ReplaceDeprecatedRuntimeExecMethods","12","10","0","0.0","0","1442000","311288.0","298200"
"org.openrewrite.java.RemoveMethodInvocations","12","10","0","0.0","0","233500","10236.0","16600"
"org.openrewrite.java.migrate.DeprecatedLogRecordThreadID","12","10","9900","2424.0","2400","24600","12272.0","11800"
"org.openrewrite.java.migrate.net.JavaNetAPIs","12","10","20100","6128.0","5900","41100","7872.0","7800"
"org.openrewrite.java.ChangeMethodAccessLevel","12","10","0","0.0","0","117700","21500.0","20700"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime","12","10","0","0.0","0","4500","1852.0","1800"
"org.openrewrite.github.SetupJavaUpgradeJavaVersion","12","10","0","0.0","0","239100","65504.0","64600"
"org.openrewrite.java.migrate.AddLombokMapstructBinding","12","10","40400","16352.0","16200","19600","5856.0","5700"
"org.openrewrite.java.migrate.RemovedLegacySunJSSEProviderName","12","10","10300","2812.0","2800","30000","6624.0","6600"
"org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent","12","10","0","0.0","0","336200","81912.0","81300"
"org.openrewrite.java.migrate.DeprecatedCountStackFramesMethod","12","10","9100","2044.0","2000","38000","17392.0","16900"
"org.openrewrite.java.migrate.JREThrowableFinalMethods","12","10","0","0.0","0","214000","94192.0","92100"
"org.openrewrite.java.migrate.ReplaceLocalizedStreamMethods","12","10","0","0.0","0","1045100","188408.0","184500"
"org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums","12","10","0","0.0","0","137900","73664.0","70000"
"org.openrewrite.java.migrate.javax.MigrateElementKindVisitor6To9","12","10","12200","2936.0","2900","22400","3808.0","3800"
"org.openrewrite.gradle.AddDependency","12","10","343400","38400.0","37400","76700","20352.0","20300"
"org.openrewrite.java.migrate.UpgradeJavaVersion","12","10","0","0.0","0","7815100","884720.0","863400"
"org.openrewrite.java.migrate.lang.MigrateClassNewInstanceToGetDeclaredConstructorNewInstance","12","10","0","0.0","0","637900","90096.0","88800"
"org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe","12","10","0","0.0","0","54700","38896.0","38200"
"org.openrewrite.java.migrate.UpdateJakartaAnnotationsIfForJavax","12","10","3917900","3274752.0","3225200","31000","4832.0","4700"
"org.openrewrite.java.dependencies.RemoveDependency","12","10","147400","94144.0","93200","3911700","3145472.0","3103100"
"org.openrewrite.java.ChangePackage","12","10","0","0.0","0","2581700","126972.0","252200"
"org.openrewrite.java.migrate.lombok.LombokOnXToOnX_","12","10","0","0.0","0","166800","106464.0","103800"
"org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf","12","10","0","0.0","0","478200","360432.0","349400"
"org.openrewrite.staticanalysis.InstanceOfPatternMatch","12","10","0","0.0","0","2269600","475120.0","463400"
"org.openrewrite.java.migrate.SunNetSslPackageUnavailable","12","10","8000","1848.0","1800","19500","4576.0","4400"
"org.openrewrite.java.migrate.cobertura.RemoveCoberturaMavenPlugin","12","10","11600","3320.0","3300","18000","3424.0","3400"
"org.openrewrite.java.migrate.RemovedZipFinalizeMethods","12","10","8900","1720.0","1700","16500","4336.0","4300"
"org.openrewrite.java.migrate.UpdateJakartaAnnotationsIfExistsForJakarta","12","10","3634300","3275776.0","3146800","11600","1840.0","1800"
"org.openrewrite.java.migrate.RemovedPolicy","12","10","15400","6136.0","5900","26800","8672.0","8400"
"org.openrewrite.java.migrate.javax.MigrateXMLInputFactoryNewInstanceToNewFactory","12","10","11400","2428.0","2400","19100","3440.0","3400"
"org.openrewrite.java.migrate.net.URLConstructorToURICreate","12","10","0","0.0","0","1016800","237536.0","234400"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMajorToFeature","12","10","9500","2808.0","2700","12600","2016.0","2000"
"org.openrewrite.java.migrate.ArrayStoreExceptionToTypeNotPresentException","12","10","0","0.0","0","33300","4592.0","4400"
"org.openrewrite.java.migrate.jacoco.UpgradeJaCoCo","12","10","14200","6140.0","5900","14500","4576.0","4400"
"org.openrewrite.java.migrate.UseJavaUtilBase64","12","10","0","0.0","0","206800","118752.0","117900"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicBooleanWeakCompareAndSetToWeakCompareAndSetPlain","12","10","16800","5112.0","5100","11300","2144.0","2100"
"org.openrewrite.java.migrate.javax.MigrateAbstractElementVisitor6To9","12","10","10800","2680.0","2600","20600","4336.0","4100"
"org.openrewrite.java.dependencies.UpgradeDependencyVersion","12","10","704844000","2.9359616E7","649824300","16353000","1768960.0","4564200"
"org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion","12","10","0","0.0","0","17600800","1.6777212E7","16431200"
"org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9","12","10","9800","3324.0","3200","15700","3056.0","3000"
"org.openrewrite.java.dependencies.AddDependency","12","10","22577800","1.2581888E7","12201500","2477600","720384.0","711300"
"org.openrewrite.java.migrate.logging.JavaLoggingAPIs","12","10","9600","2680.0","2600","31600","4288.0","4100"
"org.openrewrite.java.migrate.javax.AddInjectDependencies","12","10","24800","8184.0","8000","18300","7136.0","7100"
"org.openrewrite.java.migrate.logging.MigrateLoggerGlobalToGetGlobal","12","10","0","0.0","0","211100","126960.0","124400"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerArrayWeakCompareAndSetToWeakCompareAndSetPlain","12","10","14500","4856.0","4700","14800","2400.0","2400"
"org.openrewrite.java.migrate.DeprecatedJavaxSecurityCert","12","10","11200","2936.0","2900","31800","5056.0","4900"
"org.openrewrite.java.migrate.javax.JavaxLangModelUtil","12","10","29600","13304.0","12900","17300","5104.0","4900"
"org.openrewrite.jenkins.UpgradeJavaVersion","12","10","332700","147392.0","140500","1289800","442112.0","441900"
"org.openrewrite.maven.AddDependency","12","10","674300","556928.0","531300","44500","6784.0","6900"
"org.openrewrite.java.migrate.BouncyCastleFromJdk15OnToJdk15to18","12","10","14500","5884.0","5800","29700","5344.0","5300"
"org.openrewrite.java.migrate.lang.MigrateClassLoaderDefineClass","12","10","0","0.0","0","1997700","409584.0","404100"
"org.openrewrite.java.migrate.javax.JavaxManagementMonitorAPIs","12","10","10400","2032.0","2000","17900","3296.0","3200"
"org.openrewrite.java.migrate.lang.JavaLangAPIs","12","10","14000","5616.0","5400","29100","4032.0","4000"
"org.openrewrite.java.migrate.IllegalArgumentExceptionToAlreadyConnectedException","12","10","0","0.0","0","14500","3068.0","3000"
"org.openrewrite.java.migrate.DeleteDeprecatedFinalize","12","10","19100","4336.0","4300","17900","3808.0","3800"
"org.openrewrite.java.migrate.Jre17AgentMainPreMainPublic","12","10","16300","6384.0","6200","22400","7152.0","7100"
"org.openrewrite.java.migrate.nio.file.PathsGetToPathOf","12","10","11000","3184.0","3100","27400","7904.0","7700"
"org.openrewrite.java.migrate.RemovedSSLSessionGetPeerCertificateChainMethodImpl","12","10","8900","1720.0","1700","18300","3952.0","3900"
"org.openrewrite.java.ChangeMethodName","12","10","0","0.0","0","19487700","245756.0","347400"
"org.openrewrite.java.migrate.lombok.UpdateLombokToJava11","12","10","9700","2552.0","2500","26500","7360.0","7200"
"org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies","12","10","16500","3568.0","3500","18500","6880.0","6700"
"org.openrewrite.java.migrate.net.MigrateURLDecoderDecode","12","10","0","0.0","0","454900","63472.0","62400"
"org.openrewrite.java.migrate.util.OptionalNotPresentToIsEmpty","12","10","0","0.0","0","488200","69600.0","68900"
"org.openrewrite.java.migrate.ReferenceCloneMethod","12","10","0","0.0","0","78500","59376.0","59200"
"org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime","12","10","18300","6904.0","6700","34700","7360.0","7200"
"org.openrewrite.java.migrate.sql.JavaSqlAPIs","12","10","17900","8696.0","8600","31400","7392.0","7400"
"org.openrewrite.java.migrate.RemovedSubjectMethods","12","10","9600","1660.0","1600","14000","3440.0","3400"
"org.openrewrite.java.migrate.AddMissingMethodImplementation","12","10","0","0.0","0","3251100","409592.0","631100"
"org.openrewrite.java.migrate.util.IteratorNext","12","10","0","0.0","0","206500","31736.0","31200"
"org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration","12","10","0","0.0","0","9356900","7864316.0","7748200"
"org.openrewrite.java.migrate.util.StreamFindFirst","12","10","0","0.0","0","221600","65528.0","64800"
"org.openrewrite.java.migrate.ThreadStopDestroy","12","10","11600","3320.0","3200","17800","5104.0","4900"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain","12","10","13400","4600.0","4600","27900","4576.0","4600"
"org.openrewrite.java.migrate.BounceCastleFromJdk15OntoJdk18On","12","10","21500","9212.0","8900","28900","6848.0","6800"
"org.openrewrite.staticanalysis.RemoveExtraSemicolons","12","10","0","0.0","0","1419900","294896.0","284500"
"org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory","12","10","12200","5112.0","5100","19700","4336.0","4200"
"org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9","12","10","8500","2044.0","2000","18500","3568.0","3500"
"org.openrewrite.java.ChangeMethodTargetToStatic","12","10","0","0.0","0","76100","6384.0","6200"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","12","10","10500","2552.0","2500","16500","3824.0","3800"
"org.openrewrite.java.ChangeType","12","10","0","0.0","0","20625800","950256.0","980800"
"org.openrewrite.maven.RemovePlugin","12","10","0","0.0","0","1277400","1310704.0","1269100"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart","12","10","11100","4344.0","4200","14800","2656.0","2600"
"org.openrewrite.java.migrate.javax.AddJaxwsDependencies","12","10","32500","8160.0","8000","22200","6112.0","6100"
"org.openrewrite.java.migrate.javax.AddJaxbAPIDependencies","12","10","15800","6648.0","6500","18300","5344.0","5200"
"org.openrewrite.java.migrate.lang.UseTextBlocks","12","10","0","0.0","0","2216900","720880.0","709000"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart","12","10","10800","1720.0","1700","18500","3808.0","3800"
"org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant","12","10","0","0.0","0","243600","34808.0","34400"
"org.openrewrite.java.migrate.util.UseLocaleOf","12","10","0","0.0","0","264600","47096.0","46200"
